date,headline,url,body_text
2022-04-01,Endorsement of Senator Mike Lee,/news/news-96up4rqajx1808,"Senator Mike Lee has done an outstanding job for the wonderful people of Utah. There is no greater voice for our Military, our Vets, Law and Order, or our Second Amendment, which is under total siege. He loves his State, and is by far the superior Senator there—not even a contest! He is running against Evan “McMuffin” McMullin, a man that does not represent the standards and policies of the great people of Utah. All you have to do is read the ads about McMuffin in the last campaign to know what he stands for. He is laughed at by all, and would be a disaster for the State—and you can’t have two such Senators like that at one time. Mike Lee, on the other hand, is top of the line. He has my Complete and Total Endorsement!"
2022-04-01,Endorsement of Senator Mike Lee,/news/news-6sygkrfjtp1810,"Senator Mike Lee has done an outstanding job for the wonderful people of Utah. There is no greater voice for our Military, our Vets, Law and Order, or our Second Amendment, which is under total siege. He loves his State, and is by far the superior Senator there—not even a contest! He is running against Evan “McMuffin” McMullin, a man that does not represent the standards and policies of the great people of Utah. All you have to do is read the ads about McMuffin in the last campaign to know what he stands for. He is laughed at by all, and would be a disaster for the State—and you can’t have two such Senators like that at one time. Mike Lee, on the other hand, is top of the line. He has my Complete and Total Endorsement!"
2022-03-31,Endorsement of John James,/news/news-quvbdxvwfg1796,"John James is a fantastic candidate running for Congress in Michigan’s 10th Congressional District. John was a brave combat pilot, flying the very impressive Apache Helicopter in Operation Iraqi Freedom. John isn’t just tough, but he is also very smart—he received his Master’s Degree in Supply Chain Management from Penn State and his MBA from the University of Michigan. He is a job creator and a problem solver who knows how to deliver for Michigan. What’s more important during a supply chain crisis than a supply chain expert? John James is going to be a great Republican member of Congress, and has my Complete and Total Endorsement!"
2022-03-30,Endorsement of Congressman Ken Calvert,/news/news-njpv29u8ys1800,"Congressman Ken Calvert is doing a fantastic job representing the people of California in Congress. Ken is a leader on National Security and Strongly Supports our Brave Military and Vets. He is working hard to deliver water solutions for California, Lower your Taxes, Secure our Border, and Protect and Defend our Second Amendment. Ken has my Complete and Total Endorsement!"
2022-03-22,Endorsement of John Gordon,/news/news-vnrvxutbqh1769,"Great news for Georgia! A very successful Businessman and Attorney, John Gordon, will be running against “Do Nothing” Attorney General Chris Carr. As everyone in the Great State of Georgia is aware, Carr did absolutely nothing to stop the 2020 Presidential Election Fraud which, as facts have shown, and are showing, was rampant. He spent more time hunting those people who fought for the truth than he did those who cheated in the Election. Chris Carr was a disaster every step of the way. He wasn’t looking for Election Integrity, but rather, an easy way out. John Gordon, on the other hand, will get to the bottom of it all. He is tough, strong, smart, and loves the people of Georgia. He is also strong on the Border, Crime, our Military, Vets, and will proudly protect our Second Amendment. He will be a spectacular Attorney General, something the state so desperately needs. John Gordon has my Complete and Total Endorsement. He will never let you down!"
2022-03-18,Endorsement of Congressman John Joyce,/news/news-vwywrqwttv1749,"Congressman John Joyce is doing a terrific job representing the Great Commonwealth of Pennsylvania. John is fighting hard to Lower your Health Care Costs, Champion American Energy, Secure our Elections, Protect Life, and Defend the Second Amendment. John Joyce has my Complete and Total Endorsement!"
2022-03-18,Endorsement of Senator John Hoeven,/news/news-9wcazuwten1750,"Senator John Hoeven, who was with us on both of the Fraudulent Impeachment Hoaxes perpetrated by the Radical Left Democrats, is doing a great job as Senator for the People of North Dakota. He is a fighter for our Farmers, Military, Vets, the Second Amendment, American Energy Independence, and a Secure Border. I’ve known John for a long time, he is with us, and has my Complete and Total Endorsement!"
2022-03-15,Endorsement of Madison Gesiotto Gilbert,/news/news-ux7qfutc8m1720,"Madison Gesiotto Gilbert will be a great Congresswoman for Ohio’s 13th Congressional District. She has been a vocal supporter of mine for many years, and now we have a chance to support Madison. She is a small business owner, attorney, and columnist, and will make our voices heard in Washington. In Congress, Madison will strongly fight for Border Security, to Protect Life, Election Integrity, Defend the Second Amendment, and Support our Military, Vets, and Law Enforcement. She will fight against the menace of human trafficking, and get drugs off our streets. Madison Gesiotto Gilbert is an America First patriot, and has my Complete and Total Endorsement!"
2022-03-15,Endorsement of Congresswoman Debbie Lesko,/news/news-qc7xcm8mzb1721,"Congresswoman Debbie Lesko is a Conservative Warrior for the people of Arizona. A strong supporter of our MAGA Agenda, Debbie is working tirelessly to Secure our Border, Uphold the Rule of Law, Defend our Second Amendment, Support our Military and Vets, and Hold the Biden Administration accountable for their absolute incompetence. Debbie Lesko has my Complete and Total Endorsement!"
2022-03-14,Endorsement of Bo Hines,/news/news-wczycburfj1715,"Bo Hines is a lifelong resident of the Great State of North Carolina and former All-American NC State football player who is running in North Carolina’s 13th District. He is a proven winner both on and off the field, and he is going to help win a huge Republican majority in the House of Representatives. Bo is a fighter for Conservative values, strong on the Border, supports America’s great Military, with a heavy emphasis on our wonderful Vets, and will fight for secure elections. He is steadfast on protecting the Second Amendment. Bo Hines is an unwavering America First patriot and he has my Complete and Total Endorsement!"
2022-03-14,Endorsement of Governor Kevin Stitt,/news/news-mavvcbruar1716,"Kevin Stitt has done a fantastic job as Governor of Oklahoma. He is a champion for our America First agenda, a fearless defender of the Second Amendment, and a supporter of our great Military and Vets. He is strong on the Border and believes in American Energy Independence. Governor Stitt worked with me on cutting burdensome regulations and reforming occupational licensing. Kevin was a very successful businessman in 2018 when I first endorsed him. Now, he is a fighter for the incredible people of Oklahoma. Kevin Stitt has my Complete and Total Endorsement!"
2022-03-11,Endorsement of Congressman Bill Huizenga,/news/news-t2aqxct3t71707,"Congressman Bill Huizenga is doing a terrific job in Congress for the people of Michigan. He is a small business owner, real estate developer, and proud husband and father to five wonderful children. Bill is an accomplished lifelong resident of Southwest Michigan who values hard work, safety, and security. Whether he is helping farmers, manufacturers, small businesses, or protecting our Great Lakes, he always puts AMERICA FIRST. He has fought his entire life to Protect the Unborn, Lower Taxes, Grow Jobs, Secure our Border, and for Election Integrity. I am proud to be working with Bill to Make America Great Again. Bill Huizenga has my Complete and Total Endorsement for the newly drawn 4th Congressional District!"
2022-03-11,Endorsement of Patrick Witt,/news/news-dhpcvxuazy1708,"Patrick Witt will make a strong Insurance Commissioner for the people of the Great State of Georgia. Patrick was a Warrior for the America First Agenda in my Administration, and I know he will put Georgians First in this very important role. Millions of dollars can be saved, Patrick is a former star quarterback and a very smart guy—Yale and Harvard Law—so you know he has the toughness and intelligence to get the job done and done right. He also fought for Election Integrity on my legal team in Georgia following the 2020 Presidential Election scam. Thank you, Patrick. You have my Complete and Total Endorsement!"
2022-03-04,Endorsement of Jimmy Patronis,/news/news-9j2dbnusax1676,"Jimmy Patronis, Chief Financial Officer for the Great State of Florida, has done a great job as CFO, where he also serves as the State’s Fire Marshall and as an important member of the Florida Cabinet. A fourth generation Floridian from the wonderful Panhandle, and owner of an iconic seafood restaurant, Jimmy has been a great friend to me and to MAGA.Jimmy Patronis served in the Florida House of Representatives from 2006-2014, where he distinguished himself and chaired the Economic Affairs Committee. Jimmy is a defender of the 2nd Amendment, strongly supports our First Responders and our Greats Vets and works to keep Florida’s Economy strong. Jimmy Patronis is a committed conservative and a great family man and I give him my Complete and Total Endorsement!"
2022-03-04,Endorsement of Ashley Moody,/news/news-3hfvchzk3t1670,"Ashley Moody has been a terrific Attorney General for the Great State of Florida. Since being elected in 2018, Ashley has supported Florida’s men and women in Law Enforcement, and made public safety her top priority. She is a proud defender of the Second Amendment, protects our great Vets and truly knows and understands the importance of Law and Order. A former United States Attorney, Ashley successfully prosecuted drug, firearm, and fraud offenses and, elected at age 31, was the youngest judge in Florida. As President, I appointed Ashley to the Presidential Commission on Law Enforcement and she has been a crusader fighting opioid abuse and human trafficking ever since. Ashley Moody will never let you down, and I give her my Complete and Total Endorsement!"
2022-02-27,Endorsement of Comptroller Glenn Hegar,/news/news-judzdpzk5a1637,"Comptroller Glenn Hegar is doing an outstanding job as the Comptroller of the Great State of Texas. Strong on Border Security, Life, and our Second Amendment, Glenn is fighting hard for our American Oil and Gas industry. He will protect the Texas economy from Joe Biden’s crippling Green New Deal policies. An unwavering advocate for our Military and Vets, Glenn has my Complete and Total Endorsement!"
2022-02-26,Endorsement of Congressman Bob Good,/news/news-gfjbxq5bfx1640,"Congressman Bob Good is doing a wonderful job in Congress for the people of Virginia. A former wrestling champion, coach, and businessman, Bob has been a hard worker all his life. He is a proven conservative in Virginia’s 5th District and fights for Lower Taxes, cuts government spending, supports our Vets, and ensures our First Responders are respected and fully funded. Bob Good has my Complete and Total Endorsement!"
2022-02-22,Endorsement of Frederick Frazier,/news/news-xqzmr5usdc1618,"Frederick Frazier has spent 26 years in Texas Law Enforcement and served 14 years as a Special Deputy U.S. Marshal. He was twice recognized by the White House for his outstanding work and I was proud to appoint him to my Law Enforcement Commission. As a Dallas Police Officer, he will be the first and only member in the Texas House to also serve as an active member of a Police Department. He is a Strong Conservative who has been a great supporter of mine. Frederick Frazier has my Complete and Total Endorsement for the Texas House!"
2022-02-22,Endorsement of Steve Toth,/news/news-p6jv9tgdcp1619,"Texas State Representative Steve Toth fights for Texas and fights for my agenda. Steve has led the way on election integrity. In the face of clear election fraud, Steve fought for a forensic audit in Texas, which we need now more than ever. Steve is running for re-election in House District 15. He loves and supports our Second Amendment, worked to help fund the Wall in Texas, believes in Strong Borders and Strong families, and will always stand against Voter Fraud. Texas can never go Radical Left, and with Patriots like Steve, it never will. Steve Toth has my Complete and Total Endorsement!"
2022-02-17,Endorsement of Congresswoman Kay Granger,/news/news-tzmjtpshsv1594,"Congresswoman Kay Granger is doing a wonderful job representing the people of Texas. During my Administration, as the lead Republican on the Appropriations Committee, Kay helped us Secure the Border, Build the Wall, and Strongly Support our Military and Vets. A fierce advocate for Life and the Second Amendment, Kay has my Complete and Total Endorsement!"
2022-02-17,Endorsement of Wesley Hunt,/news/news-jjc5xcv5371595,"Wesley Hunt will be a great Congressman for Texas’ new 38th Congressional District! A West Point graduate, who bravely flew Apache helicopters in combat, Wesley served our Nation with honor. In Congress, he will strongly fight for Border Security, to Protect Life, Election Integrity, Defend the Second Amendment, and Support our Military, Vets, and Law Enforcement. Wesley is an America First patriot, and he has my Complete and Total Endorsement!"
2022-02-17,Endorsement of Congressman Jake Ellzey,/news/news-x6auqddsnh1596,"Congressman Jake Ellzey is a strong advocate for the people of Texas. Jake bravely served our Nation as a U.S. Navy pilot, deploying nine times with five combat tours. He is a Strong Supporter of our Military and Vets, Lower Taxes, American Energy Independence, and he will always Protect and Defend our Second Amendment. Jake is a terrific Congressman, and he has my Complete and Total Endorsement!"
2022-02-17,Endorsement of Congressman Brian Babin,/news/news-nbemc2spqe1597,"Congressman Brian Babin is an America First fighter for the incredible people of Texas. He is working hard to Secure our Border, which has been left open by Joe Biden and the Radical Left, Protect our Communities, Champion American Energy Independence, Support our Military and Vets, and Defend our Second Amendment. A great guy! Brian has my Complete and Total Endorsement. "
2022-02-17,Endorsement of Monica De La Cruz,/news/news-azfnsugtrg1583,"Monica De La Cruz will be an incredible Congresswoman for the people of Texas’ 15th Congressional District! A successful small businesswoman, Monica will fight hard to Grow our Economy, Secure our Border, Uphold the Rule of Law, Support our Military and Vets, and Defend the Second Amendment. With Monica, we will flip this seat and elect a Member of Congress who puts America First. Monica has my Complete and Total Endorsement!"
2022-02-17,Endorsement of Congressman Jodey Arrington,/news/news-cxmefmx97t1584,"Congressman Jodey Arrington is a fantastic Representative for the Great State of Texas. Jodey is a Champion of our Farmers, Energy Producers, and America First agenda, and he is working very hard to Lower Your Taxes, Secure the Border, Support our Military and Vets, and Protect and Defend the Constitution and our Freedoms, which are under siege by the Radical Left. Jodey has my Complete and Total Endorsement!"
2022-02-16,Endorsement of Congressman Randy Weber,/news/news-kqq79ewwsn1585,"Congressman Randy Weber is doing a fantastic job representing the people of Texas’ 14th Congressional District. Randy is tirelessly working to Secure our Border, Grow our Economy, Cut Regulations, Champion American Energy, Support our Military and Vets, and Defend the Second Amendment. Randy is a strong advocate for our America First agenda. He has my Complete and Total Endorsement!"
2022-02-16,Endorsement of Congressman Troy Nehls,/news/news-fzmnfyxkqb1586,"Congressman Troy Nehls is doing a terrific job in Congress for the great people of Texas. A former sheriff, Troy is a strong advocate for our Brave Law Enforcement, Military and Vets. He is working hard to Secure our Border, Champion American Energy, and Protect and Defend the Second Amendment. Given his support for our America First movement, it’s no surprise Nancy Pelosi and the Radical Left are doing everything they can to stop him, but we will defeat the Democrats this November. Troy is a winner and has my Complete and Total Endorsement! "
2022-02-16,Endorsement of Congressman Lance Gooden,/news/news-khthhn8gks1587,"Congressman Lance Gooden is a phenomenal representative of the people of Texas’ 5th Congressional District. Lance is a steadfast supporter of our America First agenda. He is fighting to Secure our Border, Uphold the Rule of Law, Support our Military and Vets, Protect the Second Amendment and Hold the Biden Administration accountable for their failures. Lance has my Complete and Total Endorsement!"
2022-02-16,Endorsement of Phil Sorrells,/news/news-jwcfwmudrb1590,"Phil Sorrells is an experienced prosecutor and exceptional criminal court judge who will support Law Enforcement, fight to put dangerous criminals behind bars, and ensure honest elections. He knows public safety is government’s first responsibility, and that is why he has my Complete and Total Endorsement for Tarrant County District Attorney!"
2022-02-09,Endorsement of Congressman Warren Davidson,/news/news-k7uve4ru2x1540,"Congressman Warren Davidson is a real fighter for the great people of Ohio. A tremendous advocate of our America First agenda, Warren is a former Army Ranger who is fighting hard to save America. Warren is all about action, not just words, pushing Republicans to: defend freedom, America first economy and security, smaller government, sound money. He supports Secure Borders, our Second Amendment, our Military and our Vets, and Law Enforcement. He has my Complete and Total Endorsement!"
2022-02-09,Endorsement of Loren Culp,/news/news-hhw3zxjnuh1541,"Loren Culp is running against RINO Congressman Dan Newhouse in Washington’s 4th District. Newhouse joined the Radical Left Democrats to vote for the Impeachment Hoax, angering his constituents and causing the Republican Party of Washington to totally rebuke him. Loren Culp has protected the great people of Central Washington for years as a highly respected Police Chief. A man of the people, Loren will always defend your personal liberty, our under-siege Second Amendment, Election Integrity, and Law Enforcement. Unlike Dan Newhouse, who is absolutely terrible, Loren will never turn his back on Central Washington, or our Country. Loren Culp has my Complete and Total Endorsement!"
2022-02-09,Endorsement of Katie Arrington,/news/news-49ynqegxvm1542,"Katie Arrington is running against an absolutely terrible candidate, Congresswoman Nancy Mace, whose remarks and attitude have been devastating for her community, and not at all representative of the Republican Party to which she has been very disloyal. Katie Arrington, on the other hand, is liked and respected and a true Republican. Her automobile accident a number of years ago was devastating, and made it very difficult for her to campaign after having won the primary against another terrible candidate, “Mr. Argentina.” Katie is strong on the Military, our great Vets, Law Enforcement, the Border, and will fight very hard for our under-siege Second Amendment and Lower Taxes. Katie is a wonderful woman and has my Complete and Total Endorsement!"
2022-02-09,Endorsement of Congressman Morgan Griffith,/news/news-2dzdnec9qv1543,"Congressman Morgan Griffith is doing a fantastic job representing the people of Virginia’s 9th Congressional District. Morgan is working hard to Grow our Economy and Create Jobs, Champion American Energy Independence, Secure our Border, Support our Military and Vets, Protect and Defend our Second Amendment, and Hold the Biden Administration accountable for their colossal incompetence. Morgan has my Complete and Total Endorsement!"
2022-02-09,Endorsement of Congressman John Moolenaar,/news/news-c535b2ztkg1544,"Congressman John Moolenaar is a terrific representative of the people of Michigan in the United States Congress. He is working hard to Lower Health Care Costs, Champion our Farmers and Agriculture, Grow our Economy, Secure our Border, Support our Military and Vets, Defend Life, and Protect our Second Amendment. John Moolenaar has my Complete and Total Endorsement!"
2022-02-09,Endorsement of Congresswoman Claudia Tenney,/news/news-ztrzxz3xzf1531,"Claudia Tenney is a fantastic Representative for the Southern Tier, and a great Member of Congress. She is strong on Crime, securing our Border, the Second Amendment, and will always fight for our wonderful Veterans and our Military. Claudia has my Complete and Total Endorsement. She will continue fighting for our America First agenda in the Southern Tier, Western New York and throughout NY-23!"
2022-02-09,Endorsement of Congresswoman Elise Stefanik,/news/news-c3vrw7eskm1532,"Congresswoman Elise Stefanik, the Chairwoman of the House GOP, is doing an amazing job for New York! Elise is one of our America First movement's greatest ‘warriors.’ She destroyed Adam “Shifty” Schiff, Corrupt Cuomo, and Wacky Liz Cheney. Now, she’ll represent many more counties—all BIG Trump country—including Montgomery, Rensselaer, Schoharie, Oneida, Oswego, and Otsego in the new NY21 district. Elise will continue to fiercely defend our movement and expose the Radical Left’s lies. She is very strong on Election Integrity, our Second Amendment, Veterans, Farmers, Military and New York Law Enforcement. Elise has my Complete and Total Endorsement!"
2022-02-08,Endorsement of Governor Kristi Noem,/news/news-583csafspj1535,"Kristi Noem has done a great job as Governor of South Dakota. She is strong on Borders, the Second Amendment, preserving land and Energy Dominance, Medical Freedom, and kept South Dakota open during COVID. She fully supports our great Law Enforcement, Military, our wonderful Vets—and is a fighter for the incredible people of South Dakota. Kristi has my Complete and Total Endorsement!"
2022-02-07,Endorsement of Congresswoman Lisa McClain,/news/news-ek2jenazwh1523,"Congresswoman Lisa McClain is a doing a wonderful job representing the great people of Michigan. A tremendous advocate of our America First agenda, Lisa is fighting to protect your rights against Unconstitutional Mandates and to prevent Joe Biden and Gretchen Whitmer from shutting down “Line 5.” She is working hard to Secure our Borders, Defend the Second Amendment, and Support our Military, Vets, Law Enforcement, and Energy Independence. Lisa has my Complete and Total Endorsement!"
2022-02-01,Endorsement of Russell Fry,/news/news-yhcbqjsthd1499,"Congressman Tom Rice of South Carolina, the coward who abandoned his constituents by caving to Nancy Pelosi and the Radical Left, and who actually voted against me on Impeachment Hoax #2, must be thrown out of office ASAP—and we have just the man to do it! America First Champion Russell Fry has been a leading fighter on Election Integrity, is pro-Life, pro-God, pro-Gun and, very importantly, pro-LOW Taxes. As Chief Majority Whip in South Carolina, he led the charge in passing the Open Carry Act, and also succeeded with the Religion is Essential Act. Russell loves our Military and our Vets—he is strong on Border Security and Crime. Russell Fry, who is all in for the Palmetto State, has my Complete and Total Endorsement. VOTE TOM RICE OUT NOW!"
2022-01-25,Endorsement of Congressman Carlos A. Gimenez,/news/news-fhg9d9kzpz1474,"Congressman Carlos A. Gimenez is a bold advocate for freedom. From Firefighter, to Mayor, and now a Congressman for FL-26, he is a proven leader who will fight for South Florida and who always puts America First. Carlos is strong on National Security, our Border, and is committed to a strong Economy. Carlos Gimenez, a lifelong Republican, has a strong record in fighting Communists and other Socialists. He has my Complete and Total Endorsement!"
